customer_id,total_spend,avg_order_value,total_transactions,avg_review_score,promo_dependency_score,loyalty_segment,satisfaction_flag
1000,28,28.0,23,2.9,1.0,Bargain Hunters,At-Risk
1001,46,46.0,1,3.9,1.0,Bargain Hunters,At-Risk
1002,60,60.0,4,3.6,1.0,Bargain Hunters,At-Risk
1003,59,59.0,3,3.5,1.0,Bargain Hunters,At-Risk
1004,68,68.0,3,4.0,1.0,Bargain Hunters,High
1005,79,79.0,44,4.8,1.0,Bargain Hunters,High
1006,94,94.0,5,3.9,1.0,Bargain Hunters,At-Risk
1007,83,83.0,50,4.5,1.0,Bargain Hunters,High
1008,62,62.0,2,4.8,1.0,Bargain Hunters,High
1009,85,85.0,29,2.6,1.0,Bargain Hunters,At-Risk
1010,30,30.0,11,3.1,1.0,Bargain Hunters,At-Risk
1011,24,24.0,37,4.7,1.0,Bargain Hunters,High
1012,25,25.0,32,2.9,1.0,Bargain Hunters,At-Risk
1013,37,37.0,27,3.8,1.0,Bargain Hunters,At-Risk
1014,69,69.0,31,3.8,1.0,Bargain Hunters,At-Risk
1015,97,97.0,36,3.0,1.0,Bargain Hunters,At-Risk
1016,24,24.0,34,4.1,1.0,Bargain Hunters,High
1017,30,30.0,15,3.4,1.0,Bargain Hunters,At-Risk
1018,53,53.0,14,2.5,1.0,Bargain Hunters,At-Risk
1019,70,70.0,46,4.9,1.0,Bargain Hunters,High
1020,76,76.0,33,2.8,1.0,Bargain Hunters,At-Risk
1021,95,95.0,41,4.5,1.0,Bargain Hunters,High
1022,51,51.0,39,4.9,1.0,Bargain Hunters,High
1023,41,41.0,7,4.9,1.0,Bargain Hunters,High
1024,71,71.0,29,3.5,1.0,Bargain Hunters,At-Risk
1025,66,66.0,18,3.5,1.0,Bargain Hunters,At-Risk
1026,84,84.0,15,4.9,1.0,Bargain Hunters,High
1027,95,95.0,39,3.0,1.0,Bargain Hunters,At-Risk
1028,90,90.0,11,2.8,1.0,Bargain Hunters,At-Risk
1029,36,36.0,4,3.7,1.0,Bargain Hunters,At-Risk
1030,22,22.0,33,3.6,1.0,Bargain Hunters,At-Risk
1031,89,89.0,37,3.3,1.0,Bargain Hunters,At-Risk
1032,50,50.0,32,3.4,1.0,Bargain Hunters,At-Risk
1033,36,36.0,44,4.0,1.0,Bargain Hunters,High
1034,52,52.0,41,4.6,1.0,Bargain Hunters,High
1035,29,29.0,44,4.2,1.0,Bargain Hunters,High
1036,89,89.0,32,2.8,1.0,Bargain Hunters,At-Risk
1037,47,47.0,13,3.7,1.0,Bargain Hunters,At-Risk
1038,25,25.0,48,3.4,1.0,Bargain Hunters,At-Risk
1039,74,74.0,3,3.0,1.0,Bargain Hunters,At-Risk
1040,46,46.0,39,4.8,1.0,Bargain Hunters,High
1041,22,22.0,7,4.0,1.0,Bargain Hunters,High
1042,25,25.0,11,4.9,1.0,Bargain Hunters,High
1043,80,80.0,47,4.9,1.0,Bargain Hunters,High
1044,76,76.0,28,3.3,1.0,Bargain Hunters,At-Risk
1045,30,30.0,17,4.4,1.0,Bargain Hunters,High
1046,79,79.0,11,3.5,1.0,Bargain Hunters,At-Risk
1047,22,22.0,12,4.2,1.0,Bargain Hunters,High
1048,36,36.0,7,4.2,1.0,Bargain Hunters,High
1049,77,77.0,19,2.7,1.0,Bargain Hunters,At-Risk
1050,33,33.0,24,2.8,1.0,Bargain Hunters,At-Risk
1051,64,64.0,19,3.8,1.0,Bargain Hunters,At-Risk
1052,53,53.0,39,2.6,1.0,Bargain Hunters,At-Risk
1053,36,36.0,1,3.0,1.0,Bargain Hunters,At-Risk
1054,70,70.0,10,3.3,1.0,Bargain Hunters,At-Risk
1055,96,96.0,48,4.9,1.0,Bargain Hunters,High
1056,27,27.0,24,3.3,1.0,Bargain Hunters,At-Risk
1057,64,64.0,42,2.9,1.0,Bargain Hunters,At-Risk
1058,23,23.0,20,4.4,1.0,Bargain Hunters,High
1059,33,33.0,49,3.1,1.0,Bargain Hunters,At-Risk
1060,34,34.0,25,2.5,1.0,Bargain Hunters,At-Risk
1061,35,35.0,21,2.6,1.0,Bargain Hunters,At-Risk
1062,62,62.0,12,4.4,1.0,Bargain Hunters,High
1063,75,75.0,21,2.6,1.0,Bargain Hunters,At-Risk
1064,29,29.0,35,3.3,1.0,Bargain Hunters,At-Risk
1065,28,28.0,42,3.5,1.0,Bargain Hunters,At-Risk
1066,20,20.0,3,4.1,1.0,Bargain Hunters,High
1067,96,96.0,11,4.0,1.0,Bargain Hunters,High
1068,43,43.0,22,2.7,1.0,Bargain Hunters,At-Risk
1069,94,94.0,47,2.5,1.0,Bargain Hunters,At-Risk
1070,81,81.0,33,4.3,1.0,Bargain Hunters,High
1071,75,75.0,50,3.3,1.0,Bargain Hunters,At-Risk
1072,81,81.0,46,2.6,1.0,Bargain Hunters,At-Risk
1073,92,92.0,34,3.5,1.0,Bargain Hunters,At-Risk
1074,96,96.0,33,4.0,1.0,Bargain Hunters,High
1075,71,71.0,45,2.6,1.0,Bargain Hunters,At-Risk
1076,50,50.0,32,4.9,1.0,Bargain Hunters,High
1077,72,72.0,47,2.9,1.0,Bargain Hunters,At-Risk
1078,28,28.0,5,3.7,1.0,Bargain Hunters,At-Risk
1079,59,59.0,49,4.4,1.0,Bargain Hunters,High
1080,33,33.0,48,4.4,1.0,Bargain Hunters,High
1081,59,59.0,22,3.8,1.0,Bargain Hunters,At-Risk
1082,30,30.0,45,4.5,1.0,Bargain Hunters,High
1083,85,85.0,30,2.6,1.0,Bargain Hunters,At-Risk
1084,97,97.0,43,3.3,1.0,Bargain Hunters,At-Risk
1085,36,36.0,48,4.1,1.0,Bargain Hunters,High
1086,85,85.0,23,3.0,1.0,Bargain Hunters,At-Risk
1087,62,62.0,27,3.0,1.0,Bargain Hunters,At-Risk
1088,71,71.0,7,3.4,1.0,Bargain Hunters,At-Risk
1089,21,21.0,2,2.7,1.0,Bargain Hunters,At-Risk
1090,61,61.0,33,3.8,1.0,Bargain Hunters,At-Risk
1091,58,58.0,27,4.2,1.0,Bargain Hunters,High
1092,80,80.0,6,4.7,1.0,Bargain Hunters,High
1093,50,50.0,20,4.1,1.0,Bargain Hunters,High
1094,48,48.0,46,4.2,1.0,Bargain Hunters,High
1095,40,40.0,25,4.8,1.0,Bargain Hunters,High
1096,34,34.0,30,3.0,1.0,Bargain Hunters,At-Risk
1097,46,46.0,48,2.6,1.0,Bargain Hunters,At-Risk
1098,27,27.0,47,3.2,1.0,Bargain Hunters,At-Risk
1099,98,98.0,27,3.6,1.0,Bargain Hunters,At-Risk
1100,73,73.0,45,2.6,1.0,Bargain Hunters,At-Risk
1101,28,28.0,2,4.4,1.0,Bargain Hunters,High
1102,76,76.0,39,3.0,1.0,Bargain Hunters,At-Risk
1103,83,83.0,24,2.9,1.0,Bargain Hunters,At-Risk
1104,23,23.0,8,4.3,1.0,Bargain Hunters,High
1105,28,28.0,8,3.1,1.0,Bargain Hunters,At-Risk
1106,83,83.0,6,3.0,1.0,Bargain Hunters,At-Risk
1107,96,96.0,12,3.6,1.0,Bargain Hunters,At-Risk
1108,62,62.0,26,2.8,1.0,Bargain Hunters,At-Risk
1109,25,25.0,50,2.8,1.0,Bargain Hunters,At-Risk
1110,97,97.0,2,4.9,1.0,Bargain Hunters,High
1111,61,61.0,31,3.0,1.0,Bargain Hunters,At-Risk
1112,66,66.0,4,4.1,1.0,Bargain Hunters,High
1113,67,67.0,32,4.6,1.0,Bargain Hunters,High
1114,80,80.0,11,4.8,1.0,Bargain Hunters,High
1115,25,25.0,47,2.6,1.0,Bargain Hunters,At-Risk
1116,58,58.0,37,4.0,1.0,Bargain Hunters,High
1117,96,96.0,39,4.2,1.0,Bargain Hunters,High
1118,77,77.0,24,4.5,1.0,Bargain Hunters,High
1119,65,65.0,11,4.9,1.0,Bargain Hunters,High
1120,36,36.0,36,3.1,1.0,Bargain Hunters,At-Risk
1121,84,84.0,40,4.0,1.0,Bargain Hunters,High
1122,58,58.0,25,3.2,1.0,Bargain Hunters,At-Risk
1123,62,62.0,12,4.3,1.0,Bargain Hunters,High
1124,67,67.0,38,2.5,1.0,Bargain Hunters,At-Risk
1125,20,20.0,40,4.9,1.0,Bargain Hunters,High
1126,90,90.0,10,2.7,1.0,Bargain Hunters,At-Risk
1127,58,58.0,47,3.4,1.0,Bargain Hunters,At-Risk
1128,53,53.0,22,4.8,1.0,Bargain Hunters,High
1129,30,30.0,35,4.7,1.0,Bargain Hunters,High
1130,65,65.0,46,4.7,1.0,Bargain Hunters,High
1131,41,41.0,30,3.9,1.0,Bargain Hunters,At-Risk
1132,73,73.0,20,3.7,1.0,Bargain Hunters,At-Risk
1133,98,98.0,25,4.3,1.0,Bargain Hunters,High
1134,36,36.0,29,4.1,1.0,Bargain Hunters,High
1135,81,81.0,2,4.6,1.0,Bargain Hunters,High
1136,90,90.0,32,3.6,1.0,Bargain Hunters,At-Risk
1137,83,83.0,37,4.8,1.0,Bargain Hunters,High
1138,91,91.0,16,2.8,1.0,Bargain Hunters,At-Risk
1139,36,36.0,32,4.7,1.0,Bargain Hunters,High
1140,53,53.0,42,3.9,1.0,Bargain Hunters,At-Risk
1141,39,39.0,6,2.6,1.0,Bargain Hunters,At-Risk
1142,33,33.0,23,4.7,1.0,Bargain Hunters,High
1143,76,76.0,27,3.5,1.0,Bargain Hunters,At-Risk
1144,23,23.0,43,4.4,1.0,Bargain Hunters,High
1145,54,54.0,25,4.4,1.0,Bargain Hunters,High
1146,89,89.0,30,3.0,1.0,Bargain Hunters,At-Risk
1147,38,38.0,7,4.2,1.0,Bargain Hunters,High
1148,36,36.0,17,4.3,1.0,Bargain Hunters,High
1149,66,66.0,10,2.6,1.0,Bargain Hunters,At-Risk
1150,42,42.0,40,3.3,1.0,Bargain Hunters,At-Risk
1151,36,36.0,50,2.7,1.0,Bargain Hunters,At-Risk
1152,86,86.0,24,4.2,1.0,Bargain Hunters,High
1153,49,49.0,8,4.0,1.0,Bargain Hunters,High
1154,41,41.0,6,4.0,1.0,Bargain Hunters,High
1155,82,82.0,44,2.9,1.0,Bargain Hunters,At-Risk
1156,53,53.0,47,2.6,1.0,Bargain Hunters,At-Risk
1157,21,21.0,6,4.8,1.0,Bargain Hunters,High
1158,66,66.0,11,4.4,1.0,Bargain Hunters,High
1159,89,89.0,41,4.0,1.0,Bargain Hunters,High
1160,55,55.0,46,3.6,1.0,Bargain Hunters,At-Risk
1161,42,42.0,9,3.2,1.0,Bargain Hunters,At-Risk
1162,52,52.0,37,3.1,1.0,Bargain Hunters,At-Risk
1163,92,92.0,13,4.2,1.0,Bargain Hunters,High
1164,56,56.0,24,3.0,1.0,Bargain Hunters,At-Risk
1165,96,96.0,47,4.2,1.0,Bargain Hunters,High
1166,64,64.0,21,2.9,1.0,Bargain Hunters,At-Risk
1167,48,48.0,22,3.7,1.0,Bargain Hunters,At-Risk
1168,83,83.0,16,3.6,1.0,Bargain Hunters,At-Risk
1169,91,91.0,37,3.6,1.0,Bargain Hunters,At-Risk
1170,94,94.0,3,4.5,1.0,Bargain Hunters,High
1171,62,62.0,33,3.2,1.0,Bargain Hunters,At-Risk
1172,55,55.0,15,3.9,1.0,Bargain Hunters,At-Risk
1173,68,68.0,42,4.6,1.0,Bargain Hunters,High
1174,76,76.0,42,2.5,1.0,Bargain Hunters,At-Risk
1175,31,31.0,19,4.3,1.0,Bargain Hunters,High
1176,81,81.0,26,4.1,1.0,Bargain Hunters,High
1177,83,83.0,39,4.6,1.0,Bargain Hunters,High
1178,21,21.0,24,4.8,1.0,Bargain Hunters,High
1179,22,22.0,23,4.9,1.0,Bargain Hunters,High
1180,33,33.0,44,2.8,1.0,Bargain Hunters,At-Risk
1181,23,23.0,34,4.9,1.0,Bargain Hunters,High
1182,96,96.0,43,3.5,1.0,Bargain Hunters,At-Risk
1183,21,21.0,45,3.8,1.0,Bargain Hunters,At-Risk
1184,39,39.0,4,4.5,1.0,Bargain Hunters,High
1185,73,73.0,19,3.4,1.0,Bargain Hunters,At-Risk
1186,64,64.0,29,3.9,1.0,Bargain Hunters,At-Risk
1187,68,68.0,27,4.1,1.0,Bargain Hunters,High
1188,89,89.0,37,3.0,1.0,Bargain Hunters,At-Risk
1189,29,29.0,11,3.3,1.0,Bargain Hunters,At-Risk
1190,97,97.0,28,4.9,1.0,Bargain Hunters,High
1191,45,45.0,31,4.3,1.0,Bargain Hunters,High
1192,70,70.0,50,4.1,1.0,Bargain Hunters,High
1193,56,56.0,42,4.0,1.0,Bargain Hunters,High
1194,55,55.0,18,5.0,1.0,Bargain Hunters,High
1195,46,46.0,6,3.1,1.0,Bargain Hunters,At-Risk
1196,95,95.0,33,4.0,1.0,Bargain Hunters,High
1197,88,88.0,13,3.2,1.0,Bargain Hunters,At-Risk
1198,92,92.0,26,3.9,1.0,Bargain Hunters,At-Risk
1199,49,49.0,17,3.9,1.0,Bargain Hunters,At-Risk
1200,89,89.0,3,4.5,1.0,Bargain Hunters,High
1201,22,22.0,7,4.4,1.0,Bargain Hunters,High
1202,61,61.0,46,3.1,1.0,Bargain Hunters,At-Risk
1203,29,29.0,14,2.9,1.0,Bargain Hunters,At-Risk
1204,82,82.0,23,3.7,1.0,Bargain Hunters,At-Risk
1205,94,94.0,20,3.2,1.0,Bargain Hunters,At-Risk
1206,99,99.0,38,3.5,1.0,Bargain Hunters,At-Risk
1207,59,59.0,16,3.0,1.0,Bargain Hunters,At-Risk
1208,90,90.0,48,4.1,1.0,Bargain Hunters,High
1209,100,100.0,8,2.9,1.0,Bargain Hunters,At-Risk
1210,62,62.0,16,3.8,1.0,Bargain Hunters,At-Risk
1211,78,78.0,5,4.1,1.0,Bargain Hunters,High
1212,94,94.0,14,4.6,1.0,Bargain Hunters,High
1213,74,74.0,18,2.5,1.0,Bargain Hunters,At-Risk
1214,52,52.0,14,3.7,1.0,Bargain Hunters,At-Risk
1215,81,81.0,5,3.8,1.0,Bargain Hunters,At-Risk
1216,20,20.0,15,2.6,1.0,Bargain Hunters,At-Risk
1217,32,32.0,3,3.7,1.0,Bargain Hunters,At-Risk
1218,63,63.0,12,2.6,1.0,Bargain Hunters,At-Risk
1219,79,79.0,43,3.1,1.0,Bargain Hunters,At-Risk
1220,23,23.0,35,2.5,1.0,Bargain Hunters,At-Risk
1221,64,64.0,36,4.9,1.0,Bargain Hunters,High
1222,69,69.0,3,4.5,1.0,Bargain Hunters,High
1223,69,69.0,27,3.4,1.0,Bargain Hunters,At-Risk
1224,24,24.0,21,3.9,1.0,Bargain Hunters,At-Risk
1225,50,50.0,18,3.7,1.0,Bargain Hunters,At-Risk
1226,97,97.0,16,2.6,1.0,Bargain Hunters,At-Risk
1227,91,91.0,18,3.4,1.0,Bargain Hunters,At-Risk
1228,37,37.0,19,4.9,1.0,Bargain Hunters,High
1229,55,55.0,1,3.9,1.0,Bargain Hunters,At-Risk
1230,52,52.0,39,3.6,1.0,Bargain Hunters,At-Risk
1231,80,80.0,49,4.6,1.0,Bargain Hunters,High
1232,79,79.0,43,4.0,1.0,Bargain Hunters,High
1233,23,23.0,31,3.6,1.0,Bargain Hunters,At-Risk
1234,73,73.0,40,3.5,1.0,Bargain Hunters,At-Risk
1235,99,99.0,2,4.1,1.0,Bargain Hunters,High
1236,22,22.0,46,3.0,1.0,Bargain Hunters,At-Risk
1237,68,68.0,35,4.4,1.0,Bargain Hunters,High
1238,92,92.0,42,4.4,1.0,Bargain Hunters,High
1239,77,77.0,3,3.7,1.0,Bargain Hunters,At-Risk
1240,37,37.0,32,4.8,1.0,Bargain Hunters,High
1241,79,79.0,48,2.9,1.0,Bargain Hunters,At-Risk
1242,51,51.0,34,3.1,1.0,Bargain Hunters,At-Risk
1243,27,27.0,15,4.0,1.0,Bargain Hunters,High
1244,23,23.0,22,3.0,1.0,Bargain Hunters,At-Risk
1245,76,76.0,2,3.9,1.0,Bargain Hunters,At-Risk
1246,31,31.0,30,3.4,1.0,Bargain Hunters,At-Risk
1247,60,60.0,27,2.7,1.0,Bargain Hunters,At-Risk
1248,99,99.0,18,3.5,1.0,Bargain Hunters,At-Risk
1249,37,37.0,8,3.0,1.0,Bargain Hunters,At-Risk
1250,50,50.0,48,4.5,1.0,Bargain Hunters,High
1251,26,26.0,24,4.1,1.0,Bargain Hunters,High
1252,86,86.0,43,5.0,1.0,Bargain Hunters,High
1253,41,41.0,8,4.0,1.0,Bargain Hunters,High
1254,23,23.0,49,4.9,1.0,Bargain Hunters,High
1255,56,56.0,2,3.3,1.0,Bargain Hunters,At-Risk
1256,68,68.0,38,4.1,1.0,Bargain Hunters,High
1257,48,48.0,4,3.6,1.0,Bargain Hunters,At-Risk
1258,67,67.0,31,3.0,1.0,Bargain Hunters,At-Risk
1259,87,87.0,34,4.1,1.0,Bargain Hunters,High
1260,64,64.0,45,3.9,1.0,Bargain Hunters,At-Risk
1261,93,93.0,30,4.1,1.0,Bargain Hunters,High
1262,29,29.0,2,2.8,1.0,Bargain Hunters,At-Risk
1263,62,62.0,44,4.8,1.0,Bargain Hunters,High
1264,70,70.0,1,4.6,1.0,Bargain Hunters,High
1265,92,92.0,1,2.5,1.0,Bargain Hunters,At-Risk
1266,79,79.0,27,2.7,1.0,Bargain Hunters,At-Risk
1267,31,31.0,14,4.0,1.0,Bargain Hunters,High
1268,83,83.0,41,2.7,1.0,Bargain Hunters,At-Risk
1269,88,88.0,25,2.9,1.0,Bargain Hunters,At-Risk
1270,53,53.0,47,3.0,1.0,Bargain Hunters,At-Risk
1271,98,98.0,20,3.3,1.0,Bargain Hunters,At-Risk
1272,57,57.0,42,4.3,1.0,Bargain Hunters,High
1273,80,80.0,16,4.4,1.0,Bargain Hunters,High
1274,29,29.0,32,4.1,1.0,Bargain Hunters,High
1275,73,73.0,37,3.1,1.0,Bargain Hunters,At-Risk
1276,32,32.0,1,4.5,1.0,Bargain Hunters,High
1277,68,68.0,37,4.8,1.0,Bargain Hunters,High
1278,97,97.0,5,5.0,1.0,Bargain Hunters,High
1279,98,98.0,31,2.8,1.0,Bargain Hunters,At-Risk
1280,56,56.0,18,3.7,1.0,Bargain Hunters,At-Risk
1281,78,78.0,39,4.4,1.0,Bargain Hunters,High
1282,81,81.0,8,4.5,1.0,Bargain Hunters,High
1283,68,68.0,20,3.0,1.0,Bargain Hunters,At-Risk
1284,94,94.0,23,3.9,1.0,Bargain Hunters,At-Risk
1285,93,93.0,38,3.9,1.0,Bargain Hunters,At-Risk
1286,99,99.0,45,3.5,1.0,Bargain Hunters,At-Risk
1287,49,49.0,44,4.9,1.0,Bargain Hunters,High
1288,28,28.0,20,3.4,1.0,Bargain Hunters,At-Risk
1289,93,93.0,34,4.1,1.0,Bargain Hunters,High
1290,24,24.0,10,2.9,1.0,Bargain Hunters,At-Risk
1291,35,35.0,3,3.4,1.0,Bargain Hunters,At-Risk
1292,68,68.0,23,3.2,1.0,Bargain Hunters,At-Risk
1293,61,61.0,42,3.9,1.0,Bargain Hunters,At-Risk
1294,74,74.0,30,4.1,1.0,Bargain Hunters,High
1295,64,64.0,21,4.5,1.0,Bargain Hunters,High
1296,60,60.0,50,2.8,1.0,Bargain Hunters,At-Risk
1297,29,29.0,16,2.8,1.0,Bargain Hunters,At-Risk
1298,85,85.0,32,4.6,1.0,Bargain Hunters,High
1299,81,81.0,14,3.0,1.0,Bargain Hunters,At-Risk
1300,23,23.0,42,3.6,1.0,Bargain Hunters,At-Risk
1301,100,100.0,47,4.5,1.0,Bargain Hunters,High
1302,54,54.0,21,5.0,1.0,Bargain Hunters,High
1303,25,25.0,37,2.9,1.0,Bargain Hunters,At-Risk
1304,32,32.0,10,3.1,1.0,Bargain Hunters,At-Risk
1305,63,63.0,18,4.0,1.0,Bargain Hunters,High
1306,56,56.0,2,4.5,1.0,Bargain Hunters,High
1307,33,33.0,40,4.5,1.0,Bargain Hunters,High
1308,32,32.0,43,3.1,1.0,Bargain Hunters,At-Risk
1309,38,38.0,14,4.4,1.0,Bargain Hunters,High
1310,21,21.0,41,4.7,1.0,Bargain Hunters,High
1311,59,59.0,38,3.1,1.0,Bargain Hunters,At-Risk
1312,87,87.0,12,4.2,1.0,Bargain Hunters,High
1313,79,79.0,19,3.0,1.0,Bargain Hunters,At-Risk
1314,28,28.0,23,2.6,1.0,Bargain Hunters,At-Risk
1315,67,67.0,49,3.4,1.0,Bargain Hunters,At-Risk
1316,75,75.0,29,4.2,1.0,Bargain Hunters,High
1317,32,32.0,14,4.6,1.0,Bargain Hunters,High
1318,43,43.0,19,2.8,1.0,Bargain Hunters,At-Risk
1319,93,93.0,19,2.7,1.0,Bargain Hunters,At-Risk
1320,24,24.0,48,4.0,1.0,Bargain Hunters,High
1321,31,31.0,19,3.1,1.0,Bargain Hunters,At-Risk
1322,84,84.0,45,3.7,1.0,Bargain Hunters,At-Risk
1323,74,74.0,17,4.0,1.0,Bargain Hunters,High
1324,62,62.0,15,4.6,1.0,Bargain Hunters,High
1325,77,77.0,11,3.8,1.0,Bargain Hunters,At-Risk
1326,73,73.0,1,3.5,1.0,Bargain Hunters,At-Risk
1327,50,50.0,17,4.6,1.0,Bargain Hunters,High
1328,40,40.0,37,2.8,1.0,Bargain Hunters,At-Risk
1329,97,97.0,40,3.7,1.0,Bargain Hunters,At-Risk
1330,63,63.0,50,3.3,1.0,Bargain Hunters,At-Risk
1331,65,65.0,20,2.9,1.0,Bargain Hunters,At-Risk
1332,91,91.0,8,3.2,1.0,Bargain Hunters,At-Risk
1333,60,60.0,16,4.3,1.0,Bargain Hunters,High
1334,69,69.0,9,2.7,1.0,Bargain Hunters,At-Risk
1335,52,52.0,12,4.2,1.0,Bargain Hunters,High
1336,49,49.0,26,4.8,1.0,Bargain Hunters,High
1337,85,85.0,44,4.8,1.0,Bargain Hunters,High
1338,86,86.0,19,3.4,1.0,Bargain Hunters,At-Risk
1339,51,51.0,43,2.6,1.0,Bargain Hunters,At-Risk
1340,56,56.0,5,5.0,1.0,Bargain Hunters,High
1341,72,72.0,5,4.4,1.0,Bargain Hunters,High
1342,27,27.0,31,2.9,1.0,Bargain Hunters,At-Risk
1343,43,43.0,11,3.4,1.0,Bargain Hunters,At-Risk
1344,56,56.0,34,3.4,1.0,Bargain Hunters,At-Risk
1345,37,37.0,14,4.9,1.0,Bargain Hunters,High
1346,21,21.0,42,3.6,1.0,Bargain Hunters,At-Risk
1347,91,91.0,15,3.0,1.0,Bargain Hunters,At-Risk
1348,95,95.0,47,3.9,1.0,Bargain Hunters,At-Risk
1349,54,54.0,23,3.2,1.0,Bargain Hunters,At-Risk
1350,36,36.0,23,3.2,1.0,Bargain Hunters,At-Risk
1351,71,71.0,1,4.3,1.0,Bargain Hunters,High
1352,31,31.0,28,2.8,1.0,Bargain Hunters,At-Risk
1353,89,89.0,37,4.5,1.0,Bargain Hunters,High
1354,83,83.0,4,4.1,1.0,Bargain Hunters,High
1355,42,42.0,21,3.6,1.0,Bargain Hunters,At-Risk
1356,91,91.0,50,3.0,1.0,Bargain Hunters,At-Risk
1357,61,61.0,34,4.0,1.0,Bargain Hunters,High
1358,66,66.0,20,3.5,1.0,Bargain Hunters,At-Risk
1359,22,22.0,25,2.5,1.0,Bargain Hunters,At-Risk
1360,68,68.0,26,4.3,1.0,Bargain Hunters,High
1361,43,43.0,4,2.8,1.0,Bargain Hunters,At-Risk
1362,32,32.0,39,3.7,1.0,Bargain Hunters,At-Risk
1363,46,46.0,29,4.3,1.0,Bargain Hunters,High
1364,90,90.0,47,4.0,1.0,Bargain Hunters,High
1365,75,75.0,5,4.7,1.0,Bargain Hunters,High
1366,69,69.0,18,4.5,1.0,Bargain Hunters,High
1367,40,40.0,10,3.1,1.0,Bargain Hunters,At-Risk
1368,63,63.0,25,3.8,1.0,Bargain Hunters,At-Risk
1369,36,36.0,2,4.9,1.0,Bargain Hunters,High
1370,75,75.0,48,3.2,1.0,Bargain Hunters,At-Risk
1371,67,67.0,41,2.9,1.0,Bargain Hunters,At-Risk
1372,64,64.0,42,2.8,1.0,Bargain Hunters,At-Risk
1373,61,61.0,44,4.0,1.0,Bargain Hunters,High
1374,40,40.0,6,2.6,1.0,Bargain Hunters,At-Risk
1375,97,97.0,5,2.7,1.0,Bargain Hunters,At-Risk
1376,31,31.0,8,4.1,1.0,Bargain Hunters,High
1377,65,65.0,24,5.0,1.0,Bargain Hunters,High
1378,54,54.0,42,3.0,1.0,Bargain Hunters,At-Risk
1379,49,49.0,24,3.6,1.0,Bargain Hunters,At-Risk
1380,64,64.0,38,2.8,1.0,Bargain Hunters,At-Risk
1381,35,35.0,41,4.6,1.0,Bargain Hunters,High
1382,86,86.0,48,2.9,1.0,Bargain Hunters,At-Risk
1383,55,55.0,16,4.8,1.0,Bargain Hunters,High
1384,58,58.0,4,3.3,1.0,Bargain Hunters,At-Risk
1385,96,96.0,8,4.6,1.0,Bargain Hunters,High
1386,64,64.0,1,2.6,1.0,Bargain Hunters,At-Risk
1387,56,56.0,4,4.0,1.0,Bargain Hunters,High
1388,85,85.0,20,3.8,1.0,Bargain Hunters,At-Risk
1389,23,23.0,40,3.9,1.0,Bargain Hunters,At-Risk
1390,72,72.0,8,2.6,1.0,Bargain Hunters,At-Risk
1391,38,38.0,42,4.3,1.0,Bargain Hunters,High
1392,29,29.0,38,3.6,1.0,Bargain Hunters,At-Risk
1393,46,46.0,34,4.2,1.0,Bargain Hunters,High
1394,58,58.0,14,3.9,1.0,Bargain Hunters,At-Risk
1395,43,43.0,39,4.7,1.0,Bargain Hunters,High
1396,32,32.0,40,2.8,1.0,Bargain Hunters,At-Risk
1397,30,30.0,49,3.0,1.0,Bargain Hunters,At-Risk
1398,67,67.0,33,4.7,1.0,Bargain Hunters,High
1399,45,45.0,25,2.5,1.0,Bargain Hunters,At-Risk
1400,81,81.0,48,3.1,1.0,Bargain Hunters,At-Risk
1401,23,23.0,22,3.6,1.0,Bargain Hunters,At-Risk
1402,59,59.0,1,3.5,1.0,Bargain Hunters,At-Risk
1403,21,21.0,47,3.1,1.0,Bargain Hunters,At-Risk
1404,20,20.0,20,3.6,1.0,Bargain Hunters,At-Risk
1405,28,28.0,10,3.5,1.0,Bargain Hunters,At-Risk
1406,100,100.0,39,2.7,1.0,Bargain Hunters,At-Risk
1407,46,46.0,15,3.6,1.0,Bargain Hunters,At-Risk
1408,61,61.0,11,4.5,1.0,Bargain Hunters,High
1409,58,58.0,38,4.1,1.0,Bargain Hunters,High
1410,50,50.0,41,4.2,1.0,Bargain Hunters,High
1411,93,93.0,18,4.0,1.0,Bargain Hunters,High
1412,24,24.0,13,2.8,1.0,Bargain Hunters,At-Risk
1413,100,100.0,43,2.6,1.0,Bargain Hunters,At-Risk
1414,79,79.0,12,2.7,1.0,Bargain Hunters,At-Risk
1415,51,51.0,3,4.5,1.0,Bargain Hunters,High
1416,90,90.0,12,3.7,1.0,Bargain Hunters,At-Risk
1417,56,56.0,46,3.4,1.0,Bargain Hunters,At-Risk
1418,25,25.0,21,4.6,1.0,Bargain Hunters,High
1419,75,75.0,23,4.1,1.0,Bargain Hunters,High
1420,75,75.0,4,2.6,1.0,Bargain Hunters,At-Risk
1421,53,53.0,45,4.6,1.0,Bargain Hunters,High
1422,100,100.0,24,3.0,1.0,Bargain Hunters,At-Risk
1423,27,27.0,3,3.4,1.0,Bargain Hunters,At-Risk
1424,60,60.0,12,3.5,1.0,Bargain Hunters,At-Risk
1425,23,23.0,34,3.5,1.0,Bargain Hunters,At-Risk
1426,40,40.0,39,3.7,1.0,Bargain Hunters,At-Risk
1427,38,38.0,35,4.8,1.0,Bargain Hunters,High
1428,90,90.0,8,4.9,1.0,Bargain Hunters,High
1429,97,97.0,42,4.9,1.0,Bargain Hunters,High
1430,38,38.0,6,4.7,1.0,Bargain Hunters,High
